,'File' Attachments,Archive,Attendance,Contains_BOF,Date,Edition,Event_Date,Event_Location,Issue,Location,Newspaper,Notes,Organization_Hosting,Persons,Place Published,Price_Event,Record Number,Reference Type,Reporter,Revenue,Short Title,Title,Unique_Reference_Number,Year,MENU,Coordinates
427,"internal-pdf://3829176418/Burlington Weekly Free Press, March 01, 1906.pdf",LOC Conundrum Supper,,,"March 01, 1906",,,,,"Burlington, Vermont",Burlington Weekly Free Press,,,,Memorial Hall,,6174.0, Newspaper Article,,,Ladies’ Aid Society,Ladies’ Aid Society,,2-Mar-06,,"[-73.2135472, 44.4762975]"
428,"internal-pdf://1722060046/The Nebraska advertiser, June 30, 1899.pdf",LOC Conundrum Supper,,,"June 30, 1899",,,,,"Nemaha City, Nebraska",The Nebraska advertiser,,,,,,6304.0, Newspaper Article,,,Christian Sunday school,Christian Sunday school,,"June 24, 1899",,"[-95.8518344, 40.3837713]"
429,"internal-pdf://0945117272/The Corvallis Gazette, March 05, 1987.pdf",LOC Conundrum Supper,,,"March 05, 1897",,,,,"Corvallis, Oregon",The Corvallis Gazette,,,,,,5950.0, Newspaper Article,,,Ladies of the M.E. Church,Ladies of the M.E. Church,,"March 05, 1897",,"[-123.2620435, 44.5645659]"
430,"internal-pdf://4131174013/Kansas City journal, March 05, 1899.pdf",LOC Conundrum Supper,,,"March 05, 1899",,,,,"Kansas City, Missouri",Kansas City journal,Contains eBOF w/ answers; has another ‘visual musicians’ riddle game,,,"Residence of Mrs. M.E. Nuss, 1231 Forest avenue",,6290.0, Newspaper Article,,,Mrs. M.E. Nuss,Mrs. M.E. Nuss,,"March 02, 1899",Women of grit (sandwiches). One who embarked in the ark (cold boiled ham). New England specialty (baked beans). Fragrant beans from Arabia (coffee). Wood from a celebrated watering place (saratoga chips). Spring's offering (water). Boston's overthrow (tea). Klondike nuggets (lemon ice). Angel's food and devil's food (cake).,"[-94.5781416, 39.100105]"
431,"internal-pdf://2855384617/The DeLand weekly news, October 26, 1906.pdf",LOC Conundrum Supper,,,"October 26, 1906",,,,,"DeLand, Florida",The DeLand weekly news,,,,Residence of Mr. and Mrs. S.B. Wilson,,6072.0, Newspaper Article,,,Epworth League of the M.E. church south,Epworth League of the M.E. church south,,1-Nov-06,,"[-81.3031098, 29.0283213]"
432,"internal-pdf://3732194520/Orleans County Monitor, September 19, 1898.pdf",LOC Conundrum Supper,,,"September 19, 1898",,,,,"Barton, Vermonbt",Orleans County Monitor,,,,,,6329.0, Newspaper Article,,,The Epworth League,The Epworth League,,"September 20, 1898",,
433,"internal-pdf://4236290619/The Mitchell Capital, February 25, 1898.pdf",LOC Conundrum Supper,,,,,,,"February 25, 1898","Mitchell, South Dakota",The Mitchell Capital,Also mentioned February 04.,,,G.A.R Ball,,5988.0, Newspaper Article,,,Ladies of the WRC,Ladies of the WRC,,"February 22, 1898",,"[-98.025379, 43.70953]"
434,"internal-pdf://3080593840/The aegis & intelligencer, September 08, 1922.pdf",LOC Conundrum Supper,,,"September 08, 1922",,,,,"Bel Air, Maryland",The aegis & intelligencer,,,,Odd Fellows hall at Upper Cross Roads,,6244.0, Newspaper Article,,,Sunday School Association of Providence M.P. church,Sunday School Association of Providence M.P. church,,11-Sep-22,,"[-76.3490396, 39.5355063]"
435,"internal-pdf://3980971911/Mineral Point Tribune, April 16, 1892.pdf",LOC Conundrum Supper,,,,,,,,"Mineral Point, Wisconsin",Mineral Point Tribune,"Also mentioned April 23. Also mentioned in the Iowa County Democrat, April 22, 1892 issue.",,,M.E. Church,,6438.0, Newspaper Article,,,Epworth League,Epworth League,,"April 1629, 1892,",,"[-90.1842252, 42.8615791]"
436,"internal-pdf://3269346591/The Herald-Advance, September 11, 1908.pdf",LOC Conundrum Supper,,,"September 11, 1908",,,,,"Milbank, South Dakota",The Herald-Advance,,,,Dr Coulter’s lawn,,5991.0, Newspaper Article,,,,,,12-Sep-08,,"[-96.635617, 45.219131]"
437,"internal-pdf://1927495991/St. Paul daily globe, September 13, 1891.pdf",LOC Conundrum Supper,,,"September 13, 1891",,,,,"St. Paul, Minnesota",St. Paul daily globe,,,,,,6278.0, Newspaper Article,,,Ladies of All Souls’ Universalist church,Ladies of All Souls’ Universalist church,,"September 10, 1891",,"[-93.1015026, 44.9504037]"
438,"internal-pdf://4084960724/The Mt. Sterling advocate, June 16, 1896.pdf",LOC Conundrum Supper,,,"June 16, 1896",,,,,"Mt. Sterling, Kentucky",The Mt. Sterling advocate,Contains eBOF; same event is referenced in the issue from June 09,,,Mrs. Mary Samuel’s lawn,,6201.0, Newspaper Article,,,Ladies of the Southern Presbytarian Church,Ladies of the Southern Presbytarian Church,,"June 18, 1896",Menu: Settled Above Ground. Old Maid's Comfort. A Group of Islands. The Tenderest Lays of Summer. Greased Staff. Woman's Weapon. A Heathen Chince. Under the Rhine. What Successful Candidates Did. Hidden Tears. 20 cents. Something to Take. Congealed Noise. Congealed Juice of the Fruit of the Tropics. 15 cents.,"[-83.9431961, 38.0561079]"
439,"internal-pdf://1738076217/Wheeling Sunday Register, September 13, 1891.pdf",LOC Conundrum Supper,,,"September 13, 1891",,,,,"Wheeling, West Virginia",Wheeling Sunday Register,,,,Disciples’ Church,,6436.0, Newspaper Article,,,Y.P.S.C.E,Y.P.S.C.E,,"September 21, 1891",,"[-80.7209149, 40.0639616]"
440,"internal-pdf://0943947735/Corvallis Gazette, March 09, 1906.pdf",LOC Conundrum Supper,,,"March 09, 1906",,,,,"Corvallis, Oregon",Corvallis Gazette,"Menu included. Mentioned March 02, 06, 09.",,,WHMS of the First Methodist Church Basement,,5952.0, Newspaper Article,,,WHMS of the First Methodist Church,WHMS of the First Methodist Church,,6-Mar-06,"Mount Hood, Women of Grit, A Descendant of Noah, Woman's Weapon, Lovers Antidote, A Girls Name with an Ad, Boston's Stronghold, Spring Offeringm A Dead Beat, Printers Horror, No Grounds for Complaint, Boston's Overthrow, Nuts Without Shells, Impertinence, Tabby's Party, A Young Man's Sweetheart, Lays of Ancient Rome Tears.","[-123.2620435, 44.5645659]"
441,"internal-pdf://2534935305/The Rathdrum tribune, March 09, 1906.pdf",LOC Conundrum Supper,,,"March 09, 1906",,,,,"Rathdrum, Idaho",The Rathdrum tribune,,,,Residence of Dr. Drennan,,6081.0, Newspaper Article,,,Ladies’ Aid society,Ladies’ Aid society,,2-Mar-06,,"[-116.8969312, 47.8111504]"
442,"internal-pdf://0093189435/The United Opinion, March 08, 1907.pdf",LOC Conundrum Supper,,,"March 08, 1907",,,,,"Bradford, Vermont",The United Opinion,,,,Home of R.H. Williams,,6379.0, Newspaper Article,,,,,,15-Mar-07,,"[-72.129364, 43.992815]"
443,"internal-pdf://2365410983/The Free-Lance, March 07, 1905.pdf",LOC Conundrum Supper,,,"March 07, 1905",,,,,"Fredericksburg, Virginia",The Free-Lance,,,,Home of Misses Halsey,,6384.0, Newspaper Article,,,,,,,,"[-77.4605399, 38.3031837]"
444,"internal-pdf://2260289376/St Helen’s Mist, June 11, 1915.pdf",LOC Conundrum Supper,,,"June 11, 1915",,,,,"St Helen’s, Oregon",St Helen’s Mist,,,,,,5965.0, Newspaper Article,`,,Ladies’ Aid of the MF Church of Houlton,Ladies’ Aid of the MF Church of Houlton,,9-Jun-15,,"[-122.8064922, 45.8640034]"
445,"internal-pdf://3442649988/The Caldwell tribune, March 07, 1903.pdf",LOC Conundrum Supper,,,"March 07, 1903",,,,,"Caldwell, Idaho",The Caldwell tribune,,,,Odd Fellows’ Hall,,6082.0, Newspaper Article,,,Ladies’ Aid society,Ladies’ Aid society,,6-Mar-03,,"[-116.6894156, 43.6678736]"
446,"internal-pdf://1101513921/Iowa state bystander, August 28, 1908.pdf",LOC Conundrum Supper,,,,28-Aug-08,,,,"Monmouth, Iowa",Iowa state bystander,,,,,,6193.0, Newspaper Article,,,Oddgeninses club of the A.M.E. church,Oddgeninses club of the A.M.E. church,,26-Aug-08,,"[-90.8798647, 42.07696]"
447,"internal-pdf://0995706885/The silver blade, March 06, 1903.pdf",LOC Conundrum Supper,,,"March 06, 1903",,,,,"Rathdrum, Idaho",The silver blade,Contains eBOF; Same event is referenced in the issue from March 13,,,Hart’s hall,,6080.0, Newspaper Article,,,The Royal Neighbors,The Royal Neighbors,,14-Mar-03,The following is the Bill of Fare: Brazilian Bean Juice. Counterfelts. Cut-Up Capers. Woman Weapon. Military Capsules. Lover's Delight. Monkeys Delight. Grant. Mixed Chinese Lemons. Nuggets Nut Breakers. Sky High.,"[-116.8969312, 47.8111504]"
448,"internal-pdf://1392740049/Herald and News, January 18, 1906.pdf",LOC Conundrum Supper,,,,,,,18-Jan-06,"West Randolph, Vermont",Herald and News.,,,,Cashing’s Hall,,6351.0, Newspaper Article,,,Bethen Cornet Band,Bethen Cornet Band,,24-Jan-06,,"[-72.666321, 43.925099]"
449,"internal-pdf://1498617645/St. Johnsbury Caledonian, March 6, 1896.pdf",LOC Conundrum Supper,,,"March 06, 1896",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,South Church,,6118.0, Newspaper Article,,,,,,"March 6, 1896",,"[-72.0150951, 44.4192249]"
450,"internal-pdf://3520709982/Burlington Weekly Free Press, March 05, 1908.pdf",LOC Conundrum Supper,,,"March 05, 1908",,,,,"Burlington, Vermont",Burlington Weekly Free Press,,,,Church parlor,,6172.0, Newspaper Article,,,,,,5-Mar-08,,"[-73.2135472, 44.4762975]"
451,"internal-pdf://3594751248/The Cecil Whig, September 18, 1920.pdf",LOC Conundrum Supper,,,"September 18, 1920",,,,,"Elkton, Maryland",The Cecil Whig,,,,Farmington,,6248.0, Newspaper Article,,,Ladies’ Aid of Ebenezer M.E. church,Ladies’ Aid of Ebenezer M.E. church,,22-Sep-20,,"[-75.8330934, 39.6065073]"
452,"internal-pdf://3259267544/The Salt Lake Herald, June 19, 1904.pdf",LOC Conundrum Supper,,,"June 19, 1904",,,,,"Salt Lake City, Utah",The Salt Lake Herald,,,,The home of Mr and Mrs Ed Anderson,,6092.0, Newspaper Article,,,Mr and Mrs Ed Anderson,Mr and Mrs Ed Anderson,,14-Jun-04,,"[-111.8904308, 40.7670126]"
453,"internal-pdf://2005333949/The Newport Plain Talk, September 30, 1914.pdf",LOC Conundrum Supper,,,"September 30, 1914",,,,,"Newport, Tennessee",The Newport Plain Talk,,,,Parrottsville High School,,5995.0, Newspaper Article,,,Methodist Episcopal,Methodist Episcopal,,2-Oct-14,,"[-83.1876578, 35.9670412]"
454,"internal-pdf://1741639525/The Salt Lake Tribune, March 05, 1905.png",LOC Conundrum Supper,,,"March 05, 1905",,,,,"Salt Lake City, Utah",The Salt Lake Tribune,,,,Fifth Ward Amusement Hall,,5999.0, Newspaper Article,,,The Fifth Ward Amusement Committee,The Fifth Ward Amusement Committee,,3-Mar-05,,"[-111.8904308, 40.7670126]"
455,"internal-pdf://0304089167/Arizona republican, March 05, 1903.pdf",LOC Conundrum Supper,,,"March 05, 1903",,,,,"Tempe, Arizona",Arizona republican,Event also referenced in the issues of March 6th and March 9th,,,Vacant store room in the Andre building,,6007.0, Newspaper Article,,,Baptist Ladies’ Aid society,Baptist Ladies’ Aid society,,6-Mar-03,,"[-111.9400125, 33.4255056]"
456,"internal-pdf://2371195998/The Washburn leader, September 19, 1891.pdf",LOC Conundrum Supper,,,"September 19, 1891",,,,,"Minot, North Dakota",The Washburn leader,"Same event is referenced in Courier Democrat, September 24, 1891 and in The Dickinson press, September 19, 1891",,,,,6418.0, Newspaper Article,,,Ladies of the Methodist church of Minot,Ladies of the Methodist church of Minot,,,,"[-101.296273, 48.23251]"
457,"internal-pdf://3289099765/The bee, September 16, 1910.pdf",LOC Conundrum Supper,,,"September 16, 1910",,,,,"Earlington, Kentucky",The bee,,,,Colored Skating Rink,,6203.0, Newspaper Article,,,C.M.E. Church,C.M.E. Church,,17-Sep-10,,"[-87.5119435, 37.2742117]"
458,"internal-pdf://3516616712/Los Angeles herald, March 21, 1892.pdf",LOC Conundrum Supper,,,"March 21, 1892",,,,,"Los Angeles, California",Los Angeles herald,,,,Church,,6011.0, Newspaper Article,,,Young ladies of the University M.E. Sunday school,Young ladies of the University M.E. Sunday school,,"March 16, 1892",,"[-118.2427666, 34.0536909]"
459,"internal-pdf://2543860665/The Yakima Herald, March 26, 1896.pdf",LOC Conundrum Supper,,,"March 26, 1896",,,,,"North Yakima, Washington",The Yakima Herald,,,,G.A.R. Hall,,6425.0, Newspaper Article,,,The Womens Relief Corps,The Womens Relief Corps,,"March 28, 1896",,"[-120.5108421, 46.601557]"
460,"internal-pdf://3422857386/The Democratic advocate, March 21, 1896.pdf",LOC Conundrum Supper,,,"March 21, 1896",,,,,"Wastminster, Maryland",The Democratic advocate,,,,Rooms formerly occupied by MRs. Mary Wilson (near the railroad),,6229.0, Newspaper Article,,,Ladies of Grace Lutheran Church,Ladies of Grace Lutheran Church,,"March 25, 1896 AND March 26, 1896 AND March 27, 1896 AND March 28, 1896",,
461,"internal-pdf://1687926647/Morning journal and courier, May 21, 1894.pdf",LOC Conundrum Supper,,,"May 21, 1894",,,,,"Noth Haven, Connecticut",Morning journal and courier,Contains eBOF; Same event as one referenced in May 12th issue,,,Memorial hall,,6030.0, Newspaper Article,,,King’s Daughters of St. John’s parish,King’s Daughters of St. John’s parish,,"May 18, 1894","Early riser; staff of life, sand and feminine of wizards; a ram, Noah's youngest son; part of a bell; the gardener's enemy; an industrious creature and a letter; Boston's favorites; an old maid's drink; German's delight. Dessert, Bean cake; a tropical fruit and what we like on winter evenings; a useful article from the ocean; landlady stand by between two crusts; three-fourths of land and a woman's name; lover's terror, enamel preservee.",
462,"internal-pdf://3617318123/The Portland daily press, May 24, 1892.pdf",LOC Conundrum Supper,,,"May 24, 1892",,,,,"Old Orchard, Maine",The Portland daily press,,,,,,6217.0, Newspaper Article,,,Epworth league of Old Orchard,Epworth league of Old Orchard,,"May 23, 1892",,"[-80.5456152, 35.931248]"
463,"internal-pdf://4265905639/St. Johnsbury Caledonian, May 24, 1916.pdf",LOC Conundrum Supper,,,"May 24, 1916",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,Grange Hall,,6098.0, Newspaper Article,,,The Ways and Means Committee of the Grange,The Ways and Means Committee of the Grange,,18-May-16,,"[-72.0150951, 44.4192249]"
464,"internal-pdf://1065311702/St. Paul daily globe, May 25, 1890.pdf",LOC Conundrum Supper,,,"May 25, 1890",,,,,"Merrian Park, Minnesota",St. Paul daily globe,,,,Residence of Mrs. A.B. Robbins,,6269.0, Newspaper Article,,,Ladies of the Presbyterian church,Ladies of the Presbyterian church,,"May 30, 1890",,"[-94.27227, 44.825531]"
465,"internal-pdf://1335354336/Middletown transcript, May 25, 1901.pdf",LOC Conundrum Supper,,,"May 25, 1901",,,,,"Delaware City, Delaware",Middletown transcript,,,,,,6064.0, Newspaper Article,,,Ladies of the Organ Society of the M.E. Church,Ladies of the Organ Society of the M.E. Church,,,,"[-75.588815, 39.5778901]"
466,"internal-pdf://1682085270/The Saint Paul globe, May 26, 1901.pdf",LOC Conundrum Supper,,,"May 26, 1901",,,,,"St. Paul, Minnesota",The Saint Paul globe,,,,Central hall,,6279.0, Newspaper Article,,,Acker Woman’s Relief corps,Acker Woman’s Relief corps,,25-May-01,,"[-93.1015026, 44.9504037]"
467,"internal-pdf://3456866948/The Grenada sentinel, May 20, 1899.pdf",LOC Conundrum Supper,,,"May 20, 1899",,,,,"Cascilla, Mississippi",The Grenada sentinel,Same event is referenced in the issue from June 03,,,Grove of the Baptist church,,6288.0, Newspaper Article,,,,,,"May 30, 1899",,"[-90.0042546, 33.8567814]"
468,"internal-pdf://2283978989/Essex County Herald, October 01, 1897.pdf",LOC Conundrum Supper,,,"October 01, 1897",,,,,"Guildhall, Vermont",Essex County Herald,,,,,,6122.0, Newspaper Article,,,Ladies of the Reading Circle,Ladies of the Reading Circle,,"October 01, 1897",,"[-71.5610294, 44.5651812]"
469,"internal-pdf://3264626260/The Portland daily press, November 29, 1900.pdf",LOC Conundrum Supper,,,"November 29, 1900",,,,,"Sebago, Maine",The Portland daily press,Same event is referenced in the issue from December 05,,,"Maple Grove, Grange hall",,6224.0, Newspaper Article,,,Ladies’ Circle at Convens,Ladies’ Circle at Convens,,28-Nov-00,,"[-70.4244981, 43.8417433]"
470,"internal-pdf://4084960725/Vermont Phoenix, November 29, 1895.pdf",LOC Conundrum Supper,,,"November 29, 1895",,,,,"Brattleboro, Vermont",Vermont Phoenix,,,,Vestry,,6180.0, Newspaper Article,,,The Young People’s Society of Christian Endeavor,The Young People’s Society of Christian Endeavor,,"December 03, 1895",,"[-72.5578678, 42.8509152]"
471,"internal-pdf://2550207930/Norwich bulletin, May 31, 1913.pdf",LOC Conundrum Supper,,,"May 31, 1913",,,,,"Lebanon, Connecticut",Norwich bulletin,Same event as one referenced in May 29th issue,,,Church parlors,,6031.0, Newspaper Article,,,The Christian Endeavor society,The Christian Endeavor society,,27-May-13,,"[-72.2125789, 41.6362097]"
472,"internal-pdf://1748349612/The Sunday morning news, November 29, 1891.pdf",LOC Conundrum Supper,,,"November 29, 1891",,,,,"Jersey City, New Jersey",The Sunday morning news,,,,Parlors of the Bergen Reformed Church,,6315.0, Newspaper Article,,,Ladies’ Aid society,Ladies’ Aid society,,"December 03, 1891",,"[-74.0776417, 40.7281575]"
473,"internal-pdf://1858721858/Deseret Evening News, November 01, 1907.pdf",LOC Conundrum Supper,,,"November 01, 1907",,,,,"Salt Lake City, Utah",Deseret Evening News,,,,Lecture room of the church,,6097.0, Newspaper Article,,,Ladies’ Aid society of the Westminister Presbyterian Church,Ladies’ Aid society of the Westminister Presbyterian Church,,31-Oct-07,,"[-111.8904308, 40.7670126]"
474,"internal-pdf://3922957433/Potosi journal, November 28, 1906.pdf",LOC Conundrum Supper,,,"November 28, 1906",,,,,"Potosi, Missouri",Potosi journal,,,,Old Methodist church,,6291.0, Newspaper Article,,,Junior Epworth league,Junior Epworth league,,20-Nov-06,,"[-90.7879086, 37.936438]"
475,"internal-pdf://3651368883/The Norfolk weekly news-journal, November 29.pdf",LOC Conundrum Supper,,,"November 29, 1901",,,,,"Norfolk, Nebraska",The Norfolk weekly news-journal,,,,,,6306.0, Newspaper Article,,,Ladies guild of Trinity church,Ladies guild of Trinity church,,4-Dec-01,,"[-97.4169964, 42.0283379]"
476,"internal-pdf://0304089166/St. Johnsbury Caledonian, November 28, 1900.pdf",LOC Conundrum Supper,,,"November 28, 1900",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,Also mentioned December 05.,,,,,6139.0, Newspaper Article,,,,,,29-Nov-00,,"[-72.0150951, 44.4192249]"
477,"internal-pdf://1927495992/The Salt Lake Herald-Republican, October 03, 1.pdf",LOC Conundrum Supper,,,"October 03, 1909",,,,,"Salt Lake City, Utah",The Salt Lake Herald-Republican,Also mentioned October 02,,,Home of Mrs. J. E. Austin,,6095.0, Newspaper Article,,,Mrs. J. E. Austin,Mrs. J. E. Austin,,30-Sep-09,,"[-111.8904308, 40.7670126]"
478,"internal-pdf://3264626262/The Newtown bee, October 04, 1895.pdf",LOC Conundrum Supper,,,"October 04, 1895",,,,,"Redding, Connecticut",The Newtown bee,,,,Residence of J.S. Sanford,,6041.0, Newspaper Article,,,Faithful Workers of the Methodist church,Faithful Workers of the Methodist church,,"October 04, 1895",,"[-73.3834532, 41.3025956]"
