id,title,author,publication,date,location,content
DX1901064979,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 18, 1885",London England,
DX1901065014,RIDDLE TOURNAMENT,T. H. HUNT,Our Young Folk's Weekly Budget,"April 25, 1885",London England,
DX1901065046,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 2, 1885",London England,
DX1901065089,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 9, 1885",London England,
DX1901065125,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 16, 1885",London England,
DX1901065165,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 23, 1885",London England,
DX1901065198,RIDDLE TOURNAMENT,T. ROYSTON BIRMINGHAM,Our Young Folk's Weekly Budget,"May 30, 1885",London England,
DX1901065241,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 6, 1885",London England,
DX1901065281,RIDDLE TOURNAMENT,F. BRIDLE,Our Young Folk's Weekly Budget,"June 13, 1885",London England,
DX1901065320,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 20, 1885",London England,
DX1901065360,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 27, 1885",London England,
DX1901065404,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 4, 1885",London England,
DX1901065447,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 11, 1885",London England,
DX1901065493,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 18, 1885",London England,
DX1901065529,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 25, 1885",London England,
DX1901065569,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 1, 1885",London England,
DX1901065608,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 8, 1885",London England,
DX1901065659,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 15, 1885",London England,
DX1901065695,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 22, 1885",London England,
DX1901065731,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 29, 1885",London England,
DX1901065772,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 5, 1885",London England,
DX1901065818,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 12, 1885",London England,
DX1901065855,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 19, 1885",London England,
DX1901065899,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 26, 1885",London England,
DX1901065932,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 3, 1885",London England,
DX1901065975,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 10, 1885",London England,
DX1901066022,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 17, 1885",London England,
DX1901066072,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 24, 1887",London England,
DX1901066123,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 31, 1885",London England,
DX1901066186,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 7, 1885",London England,
DX1901066242,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 14, 1885",London England,
DX1901066364,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 28, 1885",London England,
DX1901066414,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 5, 1885",London England,
DX1901066470,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 12, 1885",London England,
DX1901066525,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 19, 1885",London England,
DX1901066584,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 26, 1885",London England,
DX1901066648,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,n.d.,London England,
DX1901066718,RIDDLE TOURNAMENT,H. CARTER,Our Young Folk's Weekly Budget,"January 7, 1888",London England,
DX1901066765,RIDDLE TOURNAMENT,DESPERADO,Our Young Folk's Weekly Budget,"January 14, 1888",London England,
DX1901066813,RIDDLE TOURNAMENT,C. E. KNOWLES,Our Young Folk's Weekly Budget,"January 21, 1888",London England,
DX1901066858,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 28, 1888",London England,
DX1901066902,RIDDLE TOURNAMENT,F. J. ALLIBON,Our Young Folk's Weekly Budget,"February 4, 1888",London England,
DX1901066951,RIDDLE TOURNAMENT,J. W. SEWELL,Our Young Folk's Weekly Budget,"February 11, 1888",London England,
DX1901066951,RIDDLE TOURNAMENT,J. W. SEWELL,Our Young Folk's Weekly Budget,"February 11, 1888",London England,
DX1901067002,RIDDLE TOURNAMENT,R. L. JEFFERSON,Our Young Folk's Weekly Budget,"February 18, 1888",London England,
DX1901067052,RIDDLE TOURNAMENT,A. A. DYKES / A. AMBERLEY,Our Young Folk's Weekly Budget,"February 25, 1888",London England,
DX1901067100,RIDDLE TOURNAMENT,PATRICK S.,Our Young Folk's Weekly Budget,"March 3, 1888",London England,
DX1901067152,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 10, 1888",London England,
DX1901067204,RIDDLE TOURNAMENT,E. GEORGE,Our Young Folk's Weekly Budget,"March 17, 1888",London England,
DX1901067249,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 24, 1888",London England,
DX1901067299,RIDDLE TOURNAMENT,V. D. TAYLOR,Our Young Folk's Weekly Budget,"March 31, 1888",London England,
DX1901067349,RIDDLE TOURNAMENT,R. WATT,Our Young Folk's Weekly Budget,"April 7, 1888",London England,
DX1901067399,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 14, 1888",London England,
DX1901067442,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 21, 1888",London England,
DX1901067492,RIDDLE TOURNAMENT,J. W. SEWELL,Our Young Folk's Weekly Budget,"April 28, 1888",London England,
DX1901067532,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 5, 1888",London England,
DX1901067579,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 12, 1888",London England,
DX1901067622,RIDDLE TOURNAMENT,R. L. JEFFERSON,Our Young Folk's Weekly Budget,"May 19, 1888",London England,
DX1901067668,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 26, 1888",London England,
DX1901067711,RIDDLE TOURNAMENT,J. W. SEWELL,Our Young Folk's Weekly Budget,"June 2, 1888",London England,
DX1901067752,RIDDLE TOURNAMENT,C. F. BLACKBURN,Our Young Folk's Weekly Budget,"June 9, 1888",London England,
DX1901067802,RIDDLE TOURNAMENT,MADEIRA,Our Young Folk's Weekly Budget,"June 16, 1888",London England,
DX1901067847,RIDDLE TOURNAMENT,E. J. SCHOFIELD,Our Young Folk's Weekly Budget,"June 23, 1888",London England,
DX1901067889,RIDDLE TOURNAMENT,C. F. BLACKBURN,Our Young Folk's Weekly Budget,"June 30, 1888",London England,
DX1901067946,RIDDLE TOURNAMENT,E. BRANCH,Our Young Folk's Weekly Budget,"July 7, 1888",London England,
DX1901067991,RIDDLE TOURNAMENT,Barnes E. FURSYTH,Our Young Folk's Weekly Budget,"July 14, 1888",London England,
DX1901068034,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 21, 1888",London England,
DX1901068081,RIDDLE TOURNAMENT,E. J. SCHOFIELD / A. R. ST. RITCH,Our Young Folk's Weekly Budget,"July 28, 1888",London England,
DX1901068130,RIDDLE TOURNAMENT,T. WARD,Our Young Folk's Weekly Budget,"August 4, 1888",London England,
DX1901068170,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 11, 1888",London England,
DX1901068217,RIDDLE TOURNAMENT,MADEIRA,Our Young Folk's Weekly Budget,"August 18, 1888",London England,
DX1901068260,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 25, 1888",London England,
DX1901068296,RIDDLE TOURNAMENT,J. W. SEWELL,Our Young Folk's Weekly Budget,"September 1, 1888",London England,
DX1901068340,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 8, 1888",London England,
DX1901068384,RIDDLE TOURNAMENT,C. F. BLACKBURN,Our Young Folk's Weekly Budget,"September 15, 1888",London England,
DX1901068431,RIDDLE TOURNAMENT,C. F. BLACKBURN,Our Young Folk's Weekly Budget,"September 22, 1888",London England,
DX1901068479,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 29, 1888",London England,
DX1901068526,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 6, 1888",London England,
DX1901068564,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 13, 1888",London England,
DX1901068612,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 20, 1888",London England,
DX1901068654,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 27, 1888",London England,
DX1901068695,RIDDLE TOURNAMENT,C. F. BLACKBURN,Our Young Folk's Weekly Budget,"November 3, 1888",London England,
DX1901068739,RIDDLE TOURNAMENT,ROBERTO,Our Young Folk's Weekly Budget,"November 10, 1888",London England,
DX1901068783,RIDDLE TOURNAMENT,E. GEORGE,Our Young Folk's Weekly Budget,"November 17, 1888",London England,
DX1901068876,RIDDLE TOURNAMENT,C. F. BLACKBURN,Our Young Folk's Weekly Budget,"December 1, 1888",London England,
DX1901068914,RIDDLE TOURNAMENT,C. F. BLACKBURN,Our Young Folk's Weekly Budget,"December 8, 1888",London England,
DX1901068959,RIDDLE TOURNAMENT,MADEIRA,Our Young Folk's Weekly Budget,"December 15, 1888",London England,
DX1901069006,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 5, 1886",London England,
DX1901069053,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 12, 1886",London England,
DX1901069153,RIDDLE TOURNAMENT,E. W. SHURVEL,Our Young Folk's Weekly Budget,"June 26, 1886",London England,
DX1901069199,RIDDLE TOURNAMENT,J. STOCKS,Our Young Folk's Weekly Budget,"July 3, 1886",London England,
DX1901069251,RIDDLE TOURNAMENT,W. F. NOLAN,Our Young Folk's Weekly Budget,"July 10, 1886",London England,
DX1901069298,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 17, 1886",London England,
DX1901069346,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 24, 1886",London England,
DX1901069404,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 31, 1886",London England,
DX1901069456,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 7, 1886",London England,
DX1901069503,RIDDLE TOURNAMENT,A. A. DYKES,Our Young Folk's Weekly Budget,"August 14, 1886",London England,
DX1901069555,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 21, 1886",London England,
DX1901069609,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 28, 1886",London England,
DX1901069662,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 4, 1886",London England,
DX1901069711,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 11, 1886",London England,
DX1901069766,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 18, 1886",London England,
DX1901069815,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 25, 1886",London England,
DX1901069862,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 2, 1886",London England,
DX1901069916,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 9, 1886",London England,
DX1901069967,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 16, 1886",London England,
DX1901070014,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 23, 1886",London England,
DX1901070067,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 30, 1886",London England,
DX1901070120,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 6, 1886",London England,
DX1901070170,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 13, 1886",London England,
DX1901070219,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 20, 1886",London England,
DX1901070270,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 27, 1886",London England,
DX1901070322,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 4, 1886",London England,
DX1901070368,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 11, 1886",London England,
DX1901070414,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 18, 1886",London England,
DX1901070450,RIDDLE TOURNAMENT,J. A. MARSHALL,Our Young Folk's Weekly Budget,"December 1, 1886",London England,
DX1901070533,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 1, 1887",London England,
DX1901070582,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 8, 1887",London England,
DX1901070636,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 15, 1887",London England,
DX1901070677,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 22, 1887",London England,
DX1901070722,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 29, 1887",London England,
DX1901070767,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 5, 1887",London England,
DX1901070811,RIDDLE TOURNAMENT,W. A. LANGSTON,Our Young Folk's Weekly Budget,"February 12, 1887",London England,
DX1901070864,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 19, 1887",London England,
DX1901070908,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 26, 1887",London England,
DX1901070958,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 5, 1887",London England,
DX1901071007,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 12, 1887",London England,
DX1901071052,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 19, 1887",London England,
DX1901071102,RIDDLE TOURNAMENT,W. A. LANGSTON,Our Young Folk's Weekly Budget,"March 26, 1887",London England,
DX1901071150,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 2, 1887",London England,
DX1901071198,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 9, 1887",London England,
DX1901071243,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 16, 1887",London England,
DX1901071291,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 23, 1887",London England,
DX1901071340,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 30, 1887",London England,
DX1901071391,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 7, 1887",London England,
DX1901071438,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 14, 1887",London England,
DX1901071482,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 21, 1887",London England,
DX1901071523,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 28, 1887",London England,
DX1901071575,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 4, 1887",London England,
DX1901071630,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 11, 1887",London England,
DX1901071689,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 18, 1887",London England,
DX1901071729,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 25, 1887",London England,
DX1901071783,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 2, 1887",London England,
DX1901071833,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 9, 1887",London England,
DX1901071881,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 16, 1887",London England,
DX1901071933,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 23, 1887",London England,
DX1901071979,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 30, 1887",London England,
DX1901072029,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 6, 1887",London England,
DX1901072079,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 13, 1887",London England,
DX1901072122,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 20, 1887",London England,
DX1901072173,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 27, 1887",London England,
DX1901072222,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 3, 1887",London England,
DX1901072266,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 10, 1887",London England,
DX1901072309,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 17, 1887",London England,
DX1901072355,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 24, 1887",London England,
DX1901072402,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 1, 1887",London England,
DX1901072507,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 15, 1887",London England,
DX1901072556,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 22, 1887",London England,
DX1901072604,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 29, 1887",London England,
DX1901072655,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 5, 1887",London England,
DX1901072709,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 12, 1887",London England,
DX1901072765,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 19, 1887",London England,
DX1901072817,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 26, 1887",London England,
DX1901072860,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 3, 1887",London England,
DX1901072915,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 10, 1887",London England,
DX1901072972,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 17, 1887",London England,
DX1901073025,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 31, 1887",London England,
DX1901133638,RIDDLES AND ANSWERS,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","December 2, 1898",London England,
CC1903243712,Riddles,B. M. R.,Cape Monthly Magazine,"March 1, 1874",Cape Town South Africa,
DX1901106862,RIDDLES,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","December 7, 1883",London England,
DX1901113589,RIDDLES,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","December 2, 1881",London England,
DX1901114601,RIDDLES,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","December 1, 1882",London England,
DX1901176338,SCRIPTURE ENIGMA,,Father William's Stories,n.d.,London England,
DX1901149777,SCRIPTURE QUESTIONS,,Father William's Stories,"October 1, 1892",London England,
DX1901111056,SLOMEN'S LATEST RIDDLE,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","October 3, 1879",London England,
CC1903722790,Sunday School Riddle,,Melbourne Punch,"February 5, 1885",Melbourne Australia,
CC1903257343,THE LADIES' PAGE,,Australian Journal,"June 1, 1873",Melbourne Australia,
AIYKJE305375789,The Puzzler,,The Gentleman's Journal,n.d.,London England,
AKJNAM085421753,The Puzzler,,The Gentleman's Journal,"November 1, 1869",London England,
ALGPWX416910971,The Puzzler,,The Gentleman's Journal,"January 1, 1871",London England,
AWNAPU743562838,The Puzzler,,The Gentleman's Journal,n.d.,London England,
BJBFTR503701616,The Puzzler,,The Gentleman's Journal,n.d.,London England,
BKQYQN223942596,The Puzzler,,The Gentleman's Journal,n.d.,London England,
BLJBZE046944781,The Puzzler,,The Gentleman's Journal,n.d.,London England,
BTVEUJ866260407,The Puzzler,C. E. Kelly,The Gentleman's Journal,n.d.,London England,
BWMMHT816091135,The Puzzler,,The Gentleman's Journal,"September 1, 1870",London England,
BYOXKW727436782,The Puzzler,,The Gentleman's Journal,n.d.,London England,
BZGBOF656372392,The Puzzler,,The Gentleman's Journal,"April 1, 1870",London England,
CDEHCU675477665,The Puzzler,,The Gentleman's Journal,"February 1, 1870",London England,
CNUTHA423676095,The Puzzler,,The Gentleman's Journal,"February 1, 1870",London England,
CPDNWK054675605,The Puzzler,,The Gentleman's Journal,"December 1, 1870",London England,
CTXYDO493814329,The Puzzler,,The Gentleman's Journal,"December 1, 1869",London England,
