,Unnamed: 0,Archive,Attendance,Contains_BOF,Newspaper Issue Date,Event_Date,Event_Location,Location,Newspaper,Notes,Organization_Hosting,Persons,Price_Event,Revenue,Unique_Reference_Number,MENU,Coordinates,Unnamed: 0.1,Date2,Library,Citation,File_Name
393,393.0,LOC Conundrum Supper,,,"March 15, 1905",,Church vestry,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,King’s Daughters and Sons and Ladies’ Aid Society,,,,,,"[-72.0150951, 44.4192249]",,,,,"St. Johnsbury Caledonian March 15, 1905"
394,394.0,LOC Conundrum Supper,,,"March 15, 1906",,E.L. Marshall’s,"West Randolph, Vermont",Herald and News,,,,,,,,"[-72.666321, 43.925099]",,,,,"Herald and News March 15, 1906"
395,395.0,LOC Conundrum Supper,,,"March 15, 1891",,West Side Westminster Presbyterian church,"St. Paul, Minnesota",St. Paul daily globe,,Ladies of West Nottingham Presbyterian Church,,,,,,"[-93.1015026, 44.9504037]",,,,,"St. Paul daily globe March 15, 1891"
396,396.0,LOC Conundrum Supper,,,"October 29, 1892",,Chapel adjoining the church,"Elkton, Maryland",The Cecil Whig,,Methodist Epworth league,,,,,,"[-75.8330934, 39.6065073]",,,,,"The Cecil Whig October 29, 1892"
397,397.0,LOC Conundrum Supper,,,"October 30, 1913",,League room of the M.E. church,"Exira, Iowa",Audubon County journal,Contains eBOF; same event is referenced in the issue from Oct. 23.,Ladies Aid society of the Bergen Point M.E. church,,,,,"Substantials: What some people don't know, Women of Grit, Heart throbs in vinegar, Split dead-head, Descendant of Noah, Chip of the old block, What you never will? do if you keep on doing as you are doing now, Salamagundi, Lirshman's? favorite. Desserts: Whip tips, Hidden tears, Fall of mankind, Floating Island, Cool Impudence, A tramp's breakfast, Young men's favorite fruit, What young men are fond of. Drinks: Bean soup, Nature's offering, Ivory manipulators.","[-94.8757758, 41.5905324]",,,,,"Audubon County journal October 30, 1913"
398,398.0,LOC Conundrum Supper,,,"October 29, 1892",,"Reynolds Memorial Chapel, No. 138 Avenue D","Jersey City, New Jersey",The Jersey City news,Same event is referenced in the issue from November 2,Maple Lodge,,,,,,"[-74.0776417, 40.7281575]",,,,,"The Jersey City news October 29, 1892"
399,399.0,LOC Conundrum Supper,,,,,Maple Lodge hall,"North Deering, Maine",The Portland daily press,,,,,,,,"[-70.2878269, 43.6998031]",,,,,The Portland daily press nan
400,400.0,LOC Conundrum Supper,,,"October 31, 1895",,E.J. Parmelee,"Burlington, Vermont",Burlington Weekly Free Press,,,,,,,,"[-73.2135472, 44.4762975]",,,,,"Burlington Weekly Free Press October 31, 1895"
401,401.0,LOC Conundrum Supper,,,"October 31, 1895",,Home of E. J. Parmelee,"Burlington, Vermont",Burlington Weekly Free Press,,,,,,,,"[-73.2135472, 44.4762975]",,,,,"Burlington Weekly Free Press October 31, 1895"
402,402.0,LOC Conundrum Supper,,,"March 16, 1893",,,"Burlington, Vermont",Burlington Weekly Free Press,,Ladies of the Methodist church,,,,,,"[-73.2135472, 44.4762975]",,,,,"Burlington Weekly Free Press March 16, 1893"
403,403.0,LOC Conundrum Supper,,,"September 08, 1892",,"Mr. Goebel’s store room, Catron block","Santa Fe, New Mexico",Santa Fe daily New Mexican,Same event is referenced in the issue from September 3,W.C.T.U.,,,,,,"[-105.9377997, 35.6869996]",,,,,"Santa Fe daily New Mexican September 08, 1892"
404,404.0,LOC Conundrum Supper,,,"June 29, 1900",,W.C.T.U. hall,"Forest Hill, Maryland",The aegis & intelligencer,,Ladies’ Aid society of the South Baptist church of Tottenville,,,,,,"[-76.387739, 39.5851063]",,,,,"The aegis & intelligencer June 29, 1900"
405,405.0,LOC Conundrum Supper,,,"September 08, 1905",,Lawn of the church,"Tottenville, New Jersey",Perth Amboy evening news,,The Strollers’ Club,,,,,,,,,,,"Perth Amboy evening news September 08, 1905"
406,406.0,LOC Conundrum Supper,,,"September 29, 1905",,Residence of Miss Mae F. Snodgrass,"Bel Air, Maryland",The aegis & intelligencer,,YPSCE and Ladies of the Congregational Church,,,,,,"[-76.3490396, 39.5355063]",,,,,"The aegis & intelligencer September 29, 1905"
407,407.0,LOC Conundrum Supper,,,"September 29, 1892",,,"Burlington, Vermont",Burlington Weekly Free Press,,Mrs. Minnie McCarty,,,,,,"[-73.2135472, 44.4762975]",,,,,"Burlington Weekly Free Press September 29, 1892"
408,408.0,LOC Conundrum Supper,,,"September 20, 1895",,Residence of Mrs. Minnie McCarty,"Alma, Michigan",Alma record,,Willing Workers,,,,,,"[-84.659727, 43.37892]",,,,,"Alma record September 20, 1895"
409,409.0,LOC Conundrum Supper,,,"June 21, 1916",,Schoolhouse,"Barton, Vermont",Orleans County Monitor,,Ladies of Christ church,,,,,,"[-72.174317559118, 44.74844]",,,,,"Orleans County Monitor June 21, 1916"
410,410.0,LOC Conundrum Supper,,,"September 20, 1900",,Town hall,"Salisbury, Connecticut",Connecticut western news,,,,,,,,"[-73.4212318, 41.983426]",,,,,"Connecticut western news September 20, 1900"
411,411.0,LOC Conundrum Supper,,,"March 04, 1897",,Parsonage,"West Randolph, Vermont",Herald and News,,Ladies of the Methodist Aid society,,,,,,"[-72.666321, 43.925099]",,,,,"Herald and News March 04, 1897"
412,412.0,LOC Conundrum Supper,,,"March 04, 1893",,Graney’s hall,"Coeur d’Alene, Idaho",The Coeur d’Alene press,“on the European plan”,Ladies of the Village Improvement Society,,,,,,"[-116.7811531, 47.6742994]",,,,,"The Coeur d’Alene press March 04, 1893"
413,413.0,LOC Conundrum Supper,,,"September 27, 1911",,Home of Mr and Mrs OB Exley,"St. Johnsbury, Vermont",St Johnsbury Caledonian,Menu included,N.D.G.W.,,,,,"Fruit of the Vine, Brazilian Beverage, Chips of the Block, Fall of Man, Goat, Eve's Temptation, Pride of Boston, Oriental Delight, Woman's Weapon, Oliver Twist, Liquid Bovine, Hashed Bovine, Spring's offering, Feline Sauce, Staff of Life, (Malay, Caucasian), Noah''s Son, Lot's Wife, Cramp and Colic Cure, Tumble.","[-72.0150951, 44.4192249]",,,,,"St Johnsbury Caledonian September 27, 1911"
414,414.0,LOC Conundrum Supper,,,"September 25, 1903",,National hotel,"Jackson, California",Amador ledger,,Ladies of Smith’s Chapel,,,,,,"[-120.7741018, 38.3488024]",,,,,"Amador ledger September 25, 1903"
415,415.0,LOC Conundrum Supper,,,"September 21, 1901",,Church in Upshur’s neck,"Accomac, Virginia",Peninsula Enterprise,,Ladies of the Presbyterian church,,,,,,"[-75.6654845, 37.7195742]",,,,,"Peninsula Enterprise September 21, 1901"
416,416.0,LOC Conundrum Supper,,,"June 23, 1899",,Residence of Dr. Hart,"Greenwood, Mississippi",The commonwealth,,Company F. of Goff’s Chapel,,,,,,"[-90.1795281, 33.5162315]",,,,,"The commonwealth June 23, 1899"
417,417.0,LOC Conundrum Supper,,,"June 25, 1897",,Wilson’s Art Studio,"Clarksburg, West Virginia",The Clarksburg Telegram,,Ladies’ Aid society of Bay View,,,,,,"[-80.3445341, 39.2806451]",,,,,"The Clarksburg Telegram June 25, 1897"
418,418.0,LOC Conundrum Supper,,,"September 22, 1900",,Gilpius’ Rocks,"Elkton, Maryland",The Cecil Whig,Same event is referenced in the issue from September 29,Ladies of the Congregational church,,,,,,"[-75.8330934, 39.6065073]",,,,,"The Cecil Whig September 22, 1900"
419,419.0,LOC Conundrum Supper,,,"March 02, 1894",,Bouton’s hall,"Georgetown, Connecticut",The Newtown bee,There is another CS reference (distinct) in this issue indicated with the February 16th issue,Ladies’ Aid society,,,,,,"[-73.4353070481373, 41.248775]",,,,,"The Newtown bee March 02, 1894"
420,420.0,LOC Conundrum Supper,,,"September 24, 1900",,Gilpin’s Rocks,"Bay View, Delaware",Evening journal,,The Ladies’ Aid Society of the M. E. Church,,,,,,"[-75.4013315, 38.6920451]",,,,,"Evening journal September 24, 1900"
421,421.0,LOC Conundrum Supper,,,"September 23, 1896",,Home of Mr and Mrs W. J. Krebs,"Wellington, Ohio",The Enterprise,Woman’s weapon,Young Ladies’ Aid Society,,,,,,"[-82.2179354, 41.1689421]",,,,,"The Enterprise September 23, 1896"
422,422.0,LOC Conundrum Supper,,,"September 24, 1897",,Town Hall,"Brattleboro, Vermont",Vermont Phoenix,,Baptist Young People,,,,,,"[-72.5578678, 42.8509152]",,,,,"Vermont Phoenix September 24, 1897"
423,423.0,LOC Conundrum Supper,,,"June 28, 1904",,Church,"Billings, Montana",The Billings gazette,Same event is referenced in the issue from July 1,Young Ladies of the Baptist Church,,,,,,"[-108.49607, 45.7874957]",,,,,"The Billings gazette June 28, 1904"
424,424.0,LOC Conundrum Supper,,,"September 23, 1896",,Residence of Dr. Whitlock,"Jonesborough, Tennessee",Herald and Tribune,,Young Ladies Aid Society,,,,,,"[-82.4734089, 36.2944928]",,,,,"Herald and Tribune September 23, 1896"
425,425.0,LOC Conundrum Supper,,,"September 24, 1897",,Town Hall,"South Londonderry, Vermont",The Londonderry Sifter,,Sterling High School Graduating Class,,,,,,"[-72.8142644, 43.1928538]",,,,,"The Londonderry Sifter September 24, 1897"
426,426.0,LOC Conundrum Supper,,,"March 01, 1912",,High school building,"Honesdale, Pennsylvania",The Citizen,,Ladies’ Aid Society,,,,,,"[-75.2587871, 41.5767552]",,,,,"The Citizen March 01, 1912"
427,427.0,LOC Conundrum Supper,,,"March 01, 1906",,Memorial Hall,"Burlington, Vermont",Burlington Weekly Free Press,,Christian Sunday school,,,,,,"[-73.2135472, 44.4762975]",,,,,"Burlington Weekly Free Press March 01, 1906"
428,428.0,LOC Conundrum Supper,,,"June 30, 1899",,,"Nemaha City, Nebraska",The Nebraska advertiser,,Ladies of the M.E. Church,,,,,,"[-95.8518344, 40.3837713]",,,,,"The Nebraska advertiser June 30, 1899"
429,429.0,LOC Conundrum Supper,,,"March 05, 1897",,,"Corvallis, Oregon",The Corvallis Gazette,,Mrs. M.E. Nuss,,,,,,"[-123.2620435, 44.5645659]",,,,,"The Corvallis Gazette March 05, 1897"
430,430.0,LOC Conundrum Supper,,,"March 05, 1899",,"Residence of Mrs. M.E. Nuss, 1231 Forest avenue","Kansas City, Missouri",Kansas City journal,Contains eBOF w/ answers; has another ‘visual musicians’ riddle game,Epworth League of the M.E. church south,,,,,Women of grit (sandwiches). One who embarked in the ark (cold boiled ham). New England specialty (baked beans). Fragrant beans from Arabia (coffee). Wood from a celebrated watering place (saratoga chips). Spring's offering (water). Boston's overthrow (tea). Klondike nuggets (lemon ice). Angel's food and devil's food (cake).,"[-94.5781416, 39.100105]",,,,,"Kansas City journal March 05, 1899"
431,431.0,LOC Conundrum Supper,,,"October 26, 1906",,Residence of Mr. and Mrs. S.B. Wilson,"DeLand, Florida",The DeLand weekly news,,The Epworth League,,,,,,"[-81.3031098, 29.0283213]",,,,,"The DeLand weekly news October 26, 1906"
432,432.0,LOC Conundrum Supper,,,"September 19, 1898",,,"Barton, Vermonbt",Orleans County Monitor,,Ladies of the WRC,,,,,,,,,,,"Orleans County Monitor September 19, 1898"
433,433.0,LOC Conundrum Supper,,,"February 25, 1898",,G.A.R Ball,"Mitchell, South Dakota",The Mitchell Capital,Also mentioned February 04.,Sunday School Association of Providence M.P. church,,,,,,"[-98.025379, 43.70953]",,,,,"The Mitchell Capital February 25, 1898"
434,434.0,LOC Conundrum Supper,,,"September 08, 1922",,Odd Fellows hall at Upper Cross Roads,"Bel Air, Maryland",The aegis & intelligencer,,Epworth League,,,,,,"[-76.3490396, 39.5355063]",,,,,"The aegis & intelligencer September 08, 1922"
435,435.0,LOC Conundrum Supper,,,,,M.E. Church,"Mineral Point, Wisconsin",Mineral Point Tribune,"Also mentioned April 23. Also mentioned in the Iowa County Democrat, April 22, 1892 issue.",,,,,,,"[-90.1842252, 42.8615791]",,,,,Mineral Point Tribune nan
436,436.0,LOC Conundrum Supper,,,"September 11, 1908",,Dr Coulter’s lawn,"Milbank, South Dakota",The Herald-Advance,,Ladies of All Souls’ Universalist church,,,,,,"[-96.635617, 45.219131]",,,,,"The Herald-Advance September 11, 1908"
437,437.0,LOC Conundrum Supper,,,"September 13, 1891",,,"St. Paul, Minnesota",St. Paul daily globe,,Ladies of the Southern Presbytarian Church,,,,,,"[-93.1015026, 44.9504037]",,,,,"St. Paul daily globe September 13, 1891"
438,438.0,LOC Conundrum Supper,,,"June 16, 1896",,Mrs. Mary Samuel’s lawn,"Mt. Sterling, Kentucky",The Mt. Sterling advocate,Contains eBOF; same event is referenced in the issue from June 09,Y.P.S.C.E,,,,,Menu: Settled Above Ground. Old Maid's Comfort. A Group of Islands. The Tenderest Lays of Summer. Greased Staff. Woman's Weapon. A Heathen Chince. Under the Rhine. What Successful Candidates Did. Hidden Tears. 20 cents. Something to Take. Congealed Noise. Congealed Juice of the Fruit of the Tropics. 15 cents.,"[-83.9431961, 38.0561079]",,,,,"The Mt. Sterling advocate June 16, 1896"
439,439.0,LOC Conundrum Supper,,,"September 13, 1891",,Disciples’ Church,"Wheeling, West Virginia",Wheeling Sunday Register,,WHMS of the First Methodist Church,,,,,,"[-80.7209149, 40.0639616]",,,,,"Wheeling Sunday Register September 13, 1891"
440,440.0,LOC Conundrum Supper,,,"March 09, 1906",,WHMS of the First Methodist Church Basement,"Corvallis, Oregon",Corvallis Gazette,"Menu included. Mentioned March 02, 06, 09.",Ladies’ Aid society,,,,,"Mount Hood, Women of Grit, A Descendant of Noah, Woman's Weapon, Lovers Antidote, A Girls Name with an Ad, Boston's Stronghold, Spring Offeringm A Dead Beat, Printers Horror, No Grounds for Complaint, Boston's Overthrow, Nuts Without Shells, Impertinence, Tabby's Party, A Young Man's Sweetheart, Lays of Ancient Rome Tears.","[-123.2620435, 44.5645659]",,,,,"Corvallis Gazette March 09, 1906"
441,441.0,LOC Conundrum Supper,,,"March 09, 1906",,Residence of Dr. Drennan,"Rathdrum, Idaho",The Rathdrum tribune,,,,,,,,"[-116.8969312, 47.8111504]",,,,,"The Rathdrum tribune March 09, 1906"
442,442.0,LOC Conundrum Supper,,,"March 08, 1907",,Home of R.H. Williams,"Bradford, Vermont",The United Opinion,,,,,,,,"[-72.129364, 43.992815]",,,,,"The United Opinion March 08, 1907"
443,443.0,LOC Conundrum Supper,,,"March 07, 1905",,Home of Misses Halsey,"Fredericksburg, Virginia",The Free-Lance,,Ladies’ Aid of the MF Church of Houlton,,,,,,"[-77.4605399, 38.3031837]",,,,,"The Free-Lance March 07, 1905"
444,444.0,LOC Conundrum Supper,,,"June 11, 1915",,,"St Helen’s, Oregon",St Helen’s Mist,,Ladies’ Aid society,,,,,,"[-122.8064922, 45.8640034]",,,,,"St Helen’s Mist June 11, 1915"
445,445.0,LOC Conundrum Supper,,,"March 07, 1903",,Odd Fellows’ Hall,"Caldwell, Idaho",The Caldwell tribune,,Oddgeninses club of the A.M.E. church,,,,,,"[-116.6894156, 43.6678736]",,,,,"The Caldwell tribune March 07, 1903"
446,446.0,LOC Conundrum Supper,,,,,,"Monmouth, Iowa",Iowa state bystander,,The Royal Neighbors,,,,,,"[-90.8798647, 42.07696]",,,,,Iowa state bystander nan
447,447.0,LOC Conundrum Supper,,,"March 06, 1903",,Hart’s hall,"Rathdrum, Idaho",The silver blade,Contains eBOF; Same event is referenced in the issue from March 13,Bethen Cornet Band,,,,,The following is the Bill of Fare: Brazilian Bean Juice. Counterfelts. Cut-Up Capers. Woman Weapon. Military Capsules. Lover's Delight. Monkeys Delight. Grant. Mixed Chinese Lemons. Nuggets Nut Breakers. Sky High.,"[-116.8969312, 47.8111504]",,,,,"The silver blade March 06, 1903"
448,448.0,LOC Conundrum Supper,,,18-Jan-06,,Cashing’s Hall,"West Randolph, Vermont",Herald and News.,,,,,,,,"[-72.666321, 43.925099]",,,,,Herald and News. 18-Jan-06
449,449.0,LOC Conundrum Supper,,,"March 06, 1896",,South Church,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,,,,,"[-72.0150951, 44.4192249]",,,,,"St. Johnsbury Caledonian March 06, 1896"
450,450.0,LOC Conundrum Supper,,,"March 05, 1908",,Church parlor,"Burlington, Vermont",Burlington Weekly Free Press,,Ladies’ Aid of Ebenezer M.E. church,,,,,,"[-73.2135472, 44.4762975]",,,,,"Burlington Weekly Free Press March 05, 1908"
451,451.0,LOC Conundrum Supper,,,"September 18, 1920",,Farmington,"Elkton, Maryland",The Cecil Whig,,Mr and Mrs Ed Anderson,,,,,,"[-75.8330934, 39.6065073]",,,,,"The Cecil Whig September 18, 1920"
452,452.0,LOC Conundrum Supper,,,"June 19, 1904",,The home of Mr and Mrs Ed Anderson,"Salt Lake City, Utah",The Salt Lake Herald,,Methodist Episcopal,,,,,,"[-111.8904308, 40.7670126]",,,,,"The Salt Lake Herald June 19, 1904"
453,453.0,LOC Conundrum Supper,,,"September 30, 1914",,Parrottsville High School,"Newport, Tennessee",The Newport Plain Talk,,The Fifth Ward Amusement Committee,,,,,,"[-83.1876578, 35.9670412]",,,,,"The Newport Plain Talk September 30, 1914"
454,454.0,LOC Conundrum Supper,,,"March 05, 1905",,Fifth Ward Amusement Hall,"Salt Lake City, Utah",The Salt Lake Tribune,,Baptist Ladies’ Aid society,,,,,,"[-111.8904308, 40.7670126]",,,,,"The Salt Lake Tribune March 05, 1905"
455,455.0,LOC Conundrum Supper,,,"March 05, 1903",,Vacant store room in the Andre building,"Tempe, Arizona",Arizona republican,Event also referenced in the issues of March 6th and March 9th,Ladies of the Methodist church of Minot,,,,,,"[-111.9400125, 33.4255056]",,,,,"Arizona republican March 05, 1903"
456,456.0,LOC Conundrum Supper,,,"September 19, 1891",,,"Minot, North Dakota",The Washburn leader,"Same event is referenced in Courier Democrat, September 24, 1891 and in The Dickinson press, September 19, 1891",C.M.E. Church,,,,,,"[-101.296273, 48.23251]",,,,,"The Washburn leader September 19, 1891"
457,457.0,LOC Conundrum Supper,,,"September 16, 1910",,Colored Skating Rink,"Earlington, Kentucky",The bee,,Young ladies of the University M.E. Sunday school,,,,,,"[-87.5119435, 37.2742117]",,,,,"The bee September 16, 1910"
458,458.0,LOC Conundrum Supper,,,"March 21, 1892",,Church,"Los Angeles, California",Los Angeles herald,,The Womens Relief Corps,,,,,,"[-118.2427666, 34.0536909]",,,,,"Los Angeles herald March 21, 1892"
459,459.0,LOC Conundrum Supper,,,"March 26, 1896",,G.A.R. Hall,"North Yakima, Washington",The Yakima Herald,,Ladies of Grace Lutheran Church,,,,,,"[-120.5108421, 46.601557]",,,,,"The Yakima Herald March 26, 1896"
460,460.0,LOC Conundrum Supper,,,"March 21, 1896",,Rooms formerly occupied by MRs. Mary Wilson (near the railroad),"Wastminster, Maryland",The Democratic advocate,,King’s Daughters of St. John’s parish,,,,,,,,,,,"The Democratic advocate March 21, 1896"
461,461.0,LOC Conundrum Supper,,,"May 21, 1894",,Memorial hall,"Noth Haven, Connecticut",Morning journal and courier,Contains eBOF; Same event as one referenced in May 12th issue,Epworth league of Old Orchard,,,,,"Early riser; staff of life, sand and feminine of wizards; a ram, Noah's youngest son; part of a bell; the gardener's enemy; an industrious creature and a letter; Boston's favorites; an old maid's drink; German's delight. Dessert, Bean cake; a tropical fruit and what we like on winter evenings; a useful article from the ocean; landlady stand by between two crusts; three-fourths of land and a woman's name; lover's terror, enamel preservee.",,,,,,"Morning journal and courier May 21, 1894"
